Vol Surface AAPL.O (2025-12-31);;;;;;;;;;;;;;;;;;;;;;;;
Strike;0.083333333;0.166666667;0.25;0.333333333;0.416666667;0.5;0.583333333;0.666666667;0.75;0.833333333;0.916666667;1;1.083333333;1.166666667;1.25;1.333333333;1.416666667;1.5;1.583333333;1.666666667;1.75;1.833333333;1.916666667;2
136.54;58.03533715;52.3993865;46.7803133;45.38801133;44.64306443;42.89925957;41.71251092;41.5904508;41.08179419;40.51095365;40.02247363;39.48979387;38.94785275;38.52349789;38.08554133;37.7355162;37.44328642;37.17751758;37.01770784;36.86397729;36.7333578;36.61787505;36.50119694;36.19662088
163.848;50.20080962;45.63808731;41.20019274;40.00401388;39.38321465;38.07012063;37.22206362;37.10371155;36.72987387;36.3431802;36.01334023;35.61220261;35.20764432;34.93313418;34.6507365;34.42571828;34.23832709;34.0796599;34.00197479;33.92739383;33.86414054;33.80830622;33.75197915;33.53844508
191.156;42.55310278;39.13210739;35.91951417;35.00842453;34.58450797;33.70233424;33.21054279;33.15089657;32.91695517;32.72115203;32.55485721;32.28844911;32.02066755;31.8922874;31.76073205;31.65628414;31.56955966;31.51251459;31.51134077;31.51021633;31.50926459;31.50842592;31.50758124;31.37820187
204.81;38.70705348;35.91909674;33.35578291;32.64390233;32.36063444;31.69363958;31.38527469;31.37995157;31.21700156;31.11649349;31.0313497;30.83219883;30.630974;30.57133897;30.51035735;30.46203424;30.42197381;30.41170817;30.44542102;30.47767942;30.50495611;30.52897102;30.55313864;30.46192456
218.464;34.80578984;32.72389944;30.8415281;30.38350685;30.27733682;29.82123703;29.69493139;29.76078421;29.66774927;29.65906072;29.6517203;29.51788375;29.3803045;29.38423781;29.38825147;29.3914259;29.39405347;29.42653811;29.49215221;29.55486701;29.60784471;29.65444806;29.70131086;29.64488575
232.118;30.83665323;29.57159687;28.39577787;28.25818939;28.36766922;28.11101391;28.15791301;28.30881797;28.28233432;28.3583249;28.4223491;28.34978936;28.27128926;28.33174789;28.39331712;28.44192415;28.4820988;28.55233167;28.64638534;28.73619019;28.81198185;28.87860152;28.94554274;28.9200367
245.772;26.83804591;26.54954802;26.06910815;26.31927122;26.67457124;26.59479221;26.79576133;27.03909725;27.07295656;27.22248685;27.34814486;27.33048824;27.30477791;27.41307763;27.52316517;27.6099338;27.681556;27.78376463;27.90245452;28.01567543;28.11114871;28.19500796;28.2792157;28.28039765
259.426;23.01496646;23.86651019;23.96571665;24.6386112;25.24297807;25.30378294;25.62866562;25.96223839;26.04733567;26.25578199;26.43055744;26.45930868;26.47858761;26.62490907;26.77341516;26.89030295;26.98668084;27.11464231;27.25399324;27.38681189;27.49872765;27.59696712;27.6955571;27.71899748
266.253;21.37827336;22.76074094;23.05011344;23.92080929;24.63664956;24.75007247;25.12279645;25.49734611;25.6038938;25.83558284;26.02966347;26.07794537;26.11644509;26.277926;26.441711;26.57055027;26.67673399;26.81519973;26.96338562;27.10457241;27.22350005;27.32786532;27.43257579;27.46546859
273.08;20.2216692;21.87902566;22.26099128;23.29737226;24.10675174;24.25948026;24.66977594;25.08094588;25.20589403;25.45651639;25.66628844;25.73150643;25.78693398;25.96100773;26.13746604;26.27620567;26.39050397;26.53791832;26.69396055;26.84258197;26.96773439;27.07753421;27.18767123;27.22891022
279.907;19.79944845;21.25754797;21.62484422;22.77508412;23.65367211;23.83189903;24.26936285;24.71188554;24.85208448;25.11735595;25.33924387;25.41877262;25.48880387;25.67295844;25.85954806;26.0061927;26.12696395;26.28181638;26.44476168;26.59991014;26.73052337;26.84508776;26.95997958;27.00847843
286.734;20.00676645;20.9063217;21.16083099;22.35711453;23.27593887;23.46595743;23.92045929;24.38846577;24.54075213;24.81652397;25.04707873;25.13832202;25.22064215;25.41245753;25.60673618;25.75937325;25.88504686;26.04588921;26.21481746;26.3756184;26.5109574;26.62964258;26.74864444;26.80334439
300.388;21.34736826;20.91913691;20.75780673;21.82560986;22.73241946;22.90798659;23.36894037;23.86953283;24.03684061;24.32215427;24.56055151;24.66780627;24.76797846;24.9683718;25.1712414;25.33056096;25.46169314;25.63048586;25.80878286;25.97842514;26.12114865;26.24626758;26.3716815;26.43574929
314.042;23.13435475;21.59334294;20.93970213;21.65002083;22.43657661;22.55574453;22.99299172;23.50315742;23.67444773;23.95624978;24.19170584;24.30606859;24.41577854;24.61681711;24.82031119;24.98010137;25.1116081;25.28358675;25.46810391;25.64360696;25.7912187;25.92059148;26.05024026;26.11991363
327.696;24.99427625;22.60376954;21.49862427;21.74544243;22.33949002;22.37267724;22.76492952;23.26594673;23.43208223;23.70031675;23.92452792;24.0385614;24.15054719;24.34569753;24.54326133;24.69841546;24.82612007;24.99729726;25.18529419;25.36406884;25.51440403;25.64614292;25.77814368;25.85004201
341.35;26.79590071;23.74749494;22.26026009;22.02817463;22.39343926;22.32243545;22.65641971;23.13487123;23.28878848;23.53628998;23.74332273;23.85112821;23.95932119;24.14344222;24.32991313;24.47640588;24.59701403;24.76416439;24.95331432;25.1331652;25.28439046;25.41689832;25.54965941;25.62080412
355.004;28.49706452;24.92045001;23.11458136;22.43185365;22.55760919;22.37298235;22.64165083;23.08902008;23.22558743;23.44766133;23.63360185;23.73070542;23.83022563;23.9994469;24.17092674;24.30571083;24.41672361;24.57731837;24.76568906;24.94479448;25.09538961;25.22734286;25.35954601;25.42735739
382.312;31.5768233;27.18557473;24.882053;23.42836683;23.09533498;22.67724121;22.81006119;23.1841165;23.27677437;23.44118128;23.57914817;23.64607647;23.71782975;23.8498076;23.98375081;24.08917271;24.17609427;24.31831766;24.5007313;24.67419981;24.82007537;24.94790806;25.07599649;25.13088992
409.62;34.27085205;29.2588749;26.57919277;24.51520695;23.78037188;23.13907215;23.14271143;23.44263473;23.48616915;23.5913855;23.67988819;23.71050407;23.74611986;23.83598977;23.92735985;23.99938743;24.05884946;24.17861946;24.35111042;24.51520056;24.65323222;24.77422274;24.89548439;24.93128032
